Archive;Volume;Path;Contenuto Volume;Numero Totale Record Associati;Numero Record Cancellati Logicamente;Campo Tecnico (Esiste Si/No)
psa_sap;100732;\\10.0.0.119\Volume-144\psa_sap\prod\100732;Inesistente;1454;0;No
psa_sap;100733;\\10.0.0.119\Volume-144\psa_sap\prod\100733;Inesistente;1193;0;No
psa_sap;100734;\\10.0.0.119\Volume-144\psa_sap\prod\100734;Inesistente;669;0;No
psa_sap;100735;\\10.0.0.119\Volume-144\psa_sap\prod\100735;Inesistente;497;0;No
psa_sap;100736;\\10.0.0.119\Volume-144\psa_sap\prod\100736;Inesistente;468;0;No
psa_sap;100737;\\10.0.0.119\Volume-144\psa_sap\prod\100737;Inesistente;289;0;No
psa_sap;100738;\\10.0.0.119\Volume-144\psa_sap\prod\100738;Inesistente;1369;0;No
psa_sap;100739;\\10.0.0.119\Volume-144\psa_sap\prod\100739;Inesistente;818;0;No
psa_sap;100740;\\10.0.0.119\Volume-144\psa_sap\prod\100740;Inesistente;726;0;No
psa_sap;100741;\\10.0.0.119\Volume-144\psa_sap\prod\100741;Inesistente;596;0;No
psa_sap;100742;\\10.0.0.119\Volume-144\psa_sap\prod\100742;Inesistente;12;0;No
psa_sap;100743;\\10.0.0.119\Volume-144\psa_sap\prod\100743;Inesistente;102;0;No
psa_sap;100744;\\10.0.0.119\Volume-144\psa_sap\prod\100744;Inesistente;209;0;No
psa_sap;100745;\\10.0.0.119\Volume-144\psa_sap\prod\100745;Inesistente;323;0;No
psa_sap;100746;\\10.0.0.119\Volume-144\psa_sap\prod\100746;Inesistente;688;0;No
psa_sap;100747;\\10.0.0.119\Volume-144\psa_sap\prod\100747;Inesistente;616;0;No
psa_sap;100748;\\10.0.0.119\Volume-144\psa_sap\prod\100748;Inesistente;41;0;No
psa_sap;100749;\\10.0.0.119\Volume-144\psa_sap\prod\100749;Inesistente;9;0;No
psa_sap;100750;\\10.0.0.119\Volume-144\psa_sap\prod\100750;Inesistente;95;0;No
psa_sap;100751;\\10.0.0.119\Volume-144\psa_sap\prod\100751;Inesistente;67;0;No
psa_sap;100752;\\10.0.0.119\Volume-144\psa_sap\prod\100752;Inesistente;41;0;No
psa_sap;100753;\\10.0.0.119\Volume-144\psa_sap\prod\100753;Inesistente;53;0;No
psa_sap;100754;\\10.0.0.119\Volume-144\psa_sap\prod\100754;Inesistente;197;0;No
psa_sap;100755;\\10.0.0.119\Volume-144\psa_sap\prod\100755;Inesistente;109;0;No
psa_sap;100756;\\10.0.0.119\Volume-144\psa_sap\prod\100756;Inesistente;25;0;No
psa_sap;100757;\\10.0.0.119\Volume-144\psa_sap\prod\100757;Inesistente;31;0;No
psa_sap;100758;\\10.0.0.119\Volume-144\psa_sap\prod\100758;Inesistente;215;0;No
psa_sap;100759;\\10.0.0.119\Volume-144\psa_sap\prod\100759;Inesistente;370;0;No
psa_sap;100760;\\10.0.0.119\Volume-144\psa_sap\prod\100760;Inesistente;611;0;No
psa_sap;100761;\\10.0.0.119\Volume-144\psa_sap\prod\100761;Inesistente;711;0;No
psa_sap;100762;\\10.0.0.119\Volume-144\psa_sap\prod\100762;Inesistente;288;0;No
psa_sap;100763;\\10.0.0.119\Volume-144\psa_sap\prod\100763;Inesistente;268;0;No
psa_sap;100764;\\10.0.0.119\Volume-144\psa_sap\prod\100764;Inesistente;337;0;No
psa_sap;100765;\\10.0.0.119\Volume-144\psa_sap\prod\100765;Inesistente;430;0;No
psa_sap;100766;\\10.0.0.119\Volume-144\psa_sap\prod\100766;Inesistente;193;0;No
psa_sap;100767;\\10.0.0.119\Volume-144\psa_sap\prod\100767;Inesistente;216;0;No
psa_sap;100768;\\10.0.0.119\Volume-144\psa_sap\prod\100768;Inesistente;44;0;No
psa_sap;100769;\\10.0.0.119\Volume-144\psa_sap\prod\100769;Inesistente;8;0;No
psa_sap;100770;\\10.0.0.119\Volume-144\psa_sap\prod\100770;Inesistente;81;0;No
psa_sap;100771;\\10.0.0.119\Volume-144\psa_sap\prod\100771;Inesistente;120;0;No
psa_sap;100772;\\10.0.0.119\Volume-144\psa_sap\prod\100772;Inesistente;466;0;No
psa_sap;100773;\\10.0.0.119\Volume-144\psa_sap\prod\100773;Inesistente;379;0;No
psa_sap;100774;\\10.0.0.119\Volume-144\psa_sap\prod\100774;Inesistente;466;0;No
psa_sap;100775;\\10.0.0.119\Volume-144\psa_sap\prod\100775;Inesistente;460;0;No
PSAGroup_CicloPassivo;100;\\10.0.0.121\Volume-126\PSAGroup\CicloPassivo\100;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;588;\\10.0.0.121\Volume-128\PSAGroup\CicloPassivo\588;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;946;\\10.0.0.121\Volume-128\PSAGroup\CicloPassivo\946;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;1170;\\10.0.0.119\Volume-132\PSAGroup\CicloPassivo\1170;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;1449;\\10.0.0.119\Volume-136\PSAGroup\CicloPassivo\1449;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;1818;\\10.0.0.119\Volume-139\PSAGroup\CicloPassivo\1818;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;2268;\\10.0.0.119\Volume-141\PSAGroup\CicloPassivo\2268;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;2891;\\10.0.0.119\Volume-144\PSAGroup\CicloPassivo\2891;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;3382;\\10.0.0.119\Volume-147\PSAGroup\CicloPassivo\3382;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;3640;\\10.0.0.119\Volume-150\PSAGroup\CicloPassivo\3640;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;3921;\\10.0.0.120\Volume-152\PSAGroup\CicloPassivo\3921;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;4213;\\10.0.0.120\Volume-155\PSAGroup\CicloPassivo\4213;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;4516;\\10.0.0.120\Volume-160\PSAGroup\CicloPassivo\4516;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;4728;\\10.0.0.122\Volume-162\PSAGroup\CicloPassivo\4728;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;5020;\\10.0.0.122\Volume-166\PSAGroup\CicloPassivo\5020;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;5395;\\10.0.0.122\Volume-169\PSAGroup\CicloPassivo\5395;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;5595;\\10.0.0.122\Volume-172\PSAGroup\CicloPassivo\5595;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;5772;\\10.0.0.122\Volume-174\PSAGroup\CicloPassivo\5772;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;5981;\\10.0.0.122\Volume-177\PSAGroup\CicloPassivo\5981;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;6218;\\10.0.0.122\Volume-179\PSAGroup\CicloPassivo\6218;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;6443;\\10.0.0.122\Volume-181\PSAGroup\CicloPassivo\6443;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;6683;\\10.0.0.122\Volume-183\PSAGroup\CicloPassivo\6683;File Tecnico;0;0;Si
PSAGroup_CicloPassivo;6808;\\10.0.0.122\Volume-185\PSAGroup\CicloPassivo\6808;File Tecnico;0;0;Si
rana;509;\\10.0.0.239\Volume-OLD\rana\fatture\509;Inesistente;109;0;No
rana;532;\\10.0.0.239\Volume-OLD\rana\fatture\532;Inesistente;170;0;No
rana;554;\\10.0.0.239\Volume-OLD\rana\fatture\554;Inesistente;155;0;No
RocheDia_Contratti;19;\\10.0.0.110\Volume-56\RocheDiagnostics\contratti\19;Vuoto;0;0;Si
RocheDia_FattureAttive;312;\\10.0.0.120\Volume-91\rochedia\ft_attive\312;File Tecnico;0;0;Si
Saviola_BolleClienti;100;\\10.0.0.121\volume-128\saviola\bolleclienti\100;File Tecnico;0;0;Si
Saviola_BolleClienti;625;\\10.0.0.119\Volume-132\saviola\bolleclienti\625;File Tecnico;0;0;Si
Saviola_BolleClienti;785;\\10.0.0.119\Volume-136\saviola\bolleclienti\785;File Tecnico;0;0;Si
Saviola_BolleClienti;837;\\10.0.0.119\Volume-139\saviola\bolleclienti\837;File Tecnico;0;0;Si
Saviola_BolleClienti;902;\\10.0.0.119\Volume-141\saviola\bolleclienti\902;File Tecnico;0;0;Si
Saviola_BolleClienti;1030;\\10.0.0.119\Volume-144\saviola\bolleclienti\1030;File Tecnico;0;0;Si
Saviola_BolleClienti;1157;\\10.0.0.119\Volume-147\saviola\bolleclienti\1157;File Tecnico;0;0;Si
Saviola_BolleClienti;1262;\\10.0.0.119\Volume-150\saviola\bolleclienti\1262;File Tecnico;0;0;Si
Saviola_BolleClienti;1329;\\10.0.0.120\Volume-152\saviola\bolleclienti\1329;File Tecnico;0;0;Si
Saviola_BolleClienti;1432;\\10.0.0.120\Volume-155\saviola\bolleclienti\1432;File Tecnico;0;0;Si
Saviola_BolleClienti;1491;\\10.0.0.120\Volume-160\saviola\bolleclienti\1491;File Tecnico;0;0;Si
Saviola_BolleClienti;1583;\\10.0.0.122\Volume-162\saviola\bolleclienti\1583;File Tecnico;0;0;Si
Saviola_BolleClienti;1691;\\10.0.0.122\Volume-166\saviola\bolleclienti\1691;File Tecnico;0;0;Si
Saviola_BolleClienti;1845;\\10.0.0.122\Volume-169\saviola\bolleclienti\1845;File Tecnico;0;0;Si
Saviola_BolleClienti;1892;\\10.0.0.122\Volume-172\saviola\bolleclienti\1892;File Tecnico;0;0;Si
Saviola_BolleClienti;1936;\\10.0.0.122\Volume-174\saviola\bolleclienti\1936;File Tecnico;0;0;Si
Saviola_BolleClienti;2031;\\10.0.0.122\Volume-177\saviola\bolleclienti\2031;File Tecnico;0;0;Si
Saviola_BolleClienti;2095;\\10.0.0.122\Volume-179\saviola\bolleclienti\2095;File Tecnico;0;0;Si
Saviola_BolleClienti;2154;\\10.0.0.122\Volume-181\saviola\bolleclienti\2154;File Tecnico;0;0;Si
Saviola_BolleClienti;2249;\\10.0.0.122\Volume-183\saviola\bolleclienti\2249;File Tecnico;0;0;Si
Saviola_BolleClienti;2305;\\10.0.0.122\Volume-185\saviola\bolleclienti\2305;File Tecnico;0;0;Si
Saviola_BolleFornitori;100;\\10.0.0.119\Volume-139\Saviola\BolleFornitori\100;File Tecnico;0;0;Si
Saviola_CicloAttivo;100;\\10.0.0.120\Volume-103\Saviola\CicloAttivo\100;File Tecnico;0;0;Si
Saviola_CicloAttivo;786;\\10.0.0.121\volume-126\Saviola\CicloAttivo\786;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;2;\\10.0.0.120\Volume-108\Saviola\CicloPassivo\2;Vuoto;0;0;Si
SAVIOLA_CicloPassivo;3;\\10.0.0.110\Volume-157\Saviola\CicloPassivo\3;Vuoto;0;0;Si
SAVIOLA_CicloPassivo;100;\\10.0.0.120\Volume-103\Saviola\CicloPassivo\100;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;1728;\\10.0.0.120\Volume-106\Saviola\CicloPassivo\1728;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;7848;\\10.0.0.121\Volume-112\Saviola\CicloPassivo\7848;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;10557;\\10.0.0.121\Volume-114\Saviola\CicloPassivo\10557;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;12569;\\10.0.0.121\Volume-117\Saviola\CicloPassivo\12569;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;19536;\\10.0.0.121\Volume-123\Saviola\CicloPassivo\19536;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;22758;\\10.0.0.121\Volume-126\Saviola\CicloPassivo\22758;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;25770;\\10.0.0.121\Volume-128\Saviola\CicloPassivo\25770;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;27899;\\10.0.0.119\Volume-132\Saviola\CicloPassivo\27899;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;30799;\\10.0.0.119\Volume-136\Saviola\CicloPassivo\30799;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;32607;\\10.0.0.119\Volume-139\Saviola\CicloPassivo\32607;Inesistente;0;0;Si
SAVIOLA_CicloPassivo;34641;\\10.0.0.119\Volume-141\Saviola\CicloPassivo\34641;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;37611;\\10.0.0.119\Volume-144\Saviola\CicloPassivo\37611;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;41018;\\10.0.0.119\Volume-147\Saviola\CicloPassivo\41018;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;42994;\\10.0.0.119\Volume-150\Saviola\CicloPassivo\42994;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;45448;\\10.0.0.120\Volume-152\Saviola\CicloPassivo\45448;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;47734;\\10.0.0.120\Volume-155\Saviola\CicloPassivo\47734;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;50291;\\10.0.0.120\Volume-160\Saviola\CicloPassivo\50291;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;52293;\\10.0.0.122\Volume-162\Saviola\CicloPassivo\52293;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;55588;\\10.0.0.122\Volume-166\Saviola\CicloPassivo\55588;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;60064;\\10.0.0.122\Volume-169\Saviola\CicloPassivo\60064;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;62548;\\10.0.0.122\Volume-172\Saviola\CicloPassivo\62548;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;64203;\\10.0.0.122\Volume-174\Saviola\CicloPassivo\64203;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;66805;\\10.0.0.122\Volume-177\Saviola\CicloPassivo\66805;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;69636;\\10.0.0.122\Volume-179\Saviola\CicloPassivo\69636;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;71950;\\10.0.0.122\Volume-181\Saviola\CicloPassivo\71950;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;74551;\\10.0.0.122\Volume-183\Saviola\CicloPassivo\74551;File Tecnico;0;0;Si
SAVIOLA_CicloPassivo;76119;\\10.0.0.122\Volume-185\Saviola\CicloPassivo\76119;File Tecnico;0;0;Si
sispa;63376;\\10.0.0.110\Volume-44\sispa\prod\63376;Inesistente;1;0;No
ssb_AmexCicloAttivo;100;\\10.0.0.120\Volume-106\SSB\AmexCicloAttivo\100;File Tecnico;0;0;Si
ssb_AmexCicloAttivo;157;\\10.0.0.121\Volume-114\SSB\AmexCicloAttivo\157;File Tecnico;0;0;Si
ssb_AmexCicloAttivo;158;\\10.0.0.121\Volume-117\SSB\AmexCicloAttivo\158;File Tecnico;0;0;Si
ssb_AmexCicloAttivo;159;\\10.0.0.119\Volume-136\SSB\AmexCicloAttivo\159;Inesistente;0;0;Si
SSB_AmexContratti;3;\\10.0.0.110\Volume-157\SSB\AmexContratti\3;Vuoto;0;0;Si
SSB_AmexContratti;100;\\10.0.0.121\Volume-128\SSB\AmexContratti\100;File Tecnico;0;0;Si
SSB_AmexContratti;2473;\\10.0.0.119\Volume-132\SSB\AmexContratti\2473;File Tecnico;0;0;Si
SSB_AmexContratti;4248;\\10.0.0.119\Volume-136\SSB\AmexContratti\4248;File Tecnico;0;0;Si
SSB_AmexContratti;5680;\\10.0.0.119\Volume-139\SSB\AmexContratti\5680;File Tecnico;0;0;Si
SSB_AmexContratti;6381;\\10.0.0.120\Volume-155\SSB\AmexContratti\6381;File Tecnico;0;0;Si
SSB_AmexContratti;7508;\\10.0.0.120\Volume-160\SSB\AmexContratti\7508;File Tecnico;0;0;Si
SSB_AmexContratti;9837;\\10.0.0.122\Volume-162\SSB\AmexContratti\9837;File Tecnico;0;0;Si
SSB_AmexContratti;13756;\\10.0.0.122\Volume-166\SSB\AmexContratti\13756;File Tecnico;0;0;Si
SSB_AmexContratti;20552;\\10.0.0.122\Volume-169\SSB\AmexContratti\20552;File Tecnico;0;0;Si
SSB_AmexContratti;24222;\\10.0.0.122\Volume-172\SSB\AmexContratti\24222;File Tecnico;0;0;Si
SSB_AmexContratti;30635;\\10.0.0.122\Volume-177\SSB\AmexContratti\30635;File Tecnico;0;0;Si
SSB_AmexContratti;33595;\\10.0.0.122\Volume-179\SSB\AmexContratti\33595;File Tecnico;0;0;Si
SSB_AmexContratti;35668;\\10.0.0.122\Volume-181\SSB\AmexContratti\35668;File Tecnico;0;0;Si
SSB_AmexContratti;39822;\\10.0.0.122\Volume-185\SSB\AmexContratti\39822;File Tecnico;0;0;Si
ssb_cart_personale;10031;\\10.0.0.121\Volume-123\ssb\cart_personale\10031;File Tecnico;0;0;Si
ssb_cart_personale;10036;\\10.0.0.121\Volume-126\ssb\cart_personale\10036;File Tecnico;0;0;Si
ssb_cart_personale;10041;\\10.0.0.119\Volume-132\SSB\cart_personale\10041;File Tecnico;0;0;Si
ssb_cart_personale;10042;\\10.0.0.119\Volume-141\ssb\cart_personale\10042;File Tecnico;0;0;Si
ssb_cart_personale;100002;\\10.0.0.121\Volume-126\ssb\cart_personale\100002;File Tecnico;0;0;Si
ssb_cart_personale;100013;\\10.0.0.119\Volume-136\ssb\cart_personale\100013;File Tecnico;0;0;Si
ssb_cart_personale;100018;\\10.0.0.119\Volume-141\ssb\cart_personale\100018;File Tecnico;0;0;Si
ssb_cart_personale;100029;\\10.0.0.119\Volume-144\ssb\cart_personale\100029;File Tecnico;0;0;Si
ssb_cart_personale;100035;\\10.0.0.119\Volume-147\ssb\cart_personale\100035;File Tecnico;0;0;Si
ssb_cart_personale;100038;\\10.0.0.119\Volume-150\ssb\cart_personale\100038;File Tecnico;0;0;Si
ssb_cart_personale;100043;\\10.0.0.120\Volume-152\ssb\cart_personale\100043;File Tecnico;0;0;Si
ssb_cart_personale;100055;\\10.0.0.120\Volume-155\ssb\cart_personale\100055;File Tecnico;0;0;Si
ssb_cart_personale;100064;\\10.0.0.120\Volume-160\ssb\cart_personale\100064;File Tecnico;0;0;Si
ssb_cart_personale;100080;\\10.0.0.122\Volume-162\ssb\cart_personale\100080;File Tecnico;0;0;Si
ssb_cart_personale;100103;\\10.0.0.122\Volume-166\ssb\cart_personale\100103;File Tecnico;0;0;Si
ssb_cart_personale;100106;\\10.0.0.122\Volume-169\ssb\cart_personale\100106;File Tecnico;0;0;Si
ssb_cart_personale;100109;\\10.0.0.122\Volume-172\SSB\cart_personale\100109;File Tecnico;0;0;Si
ssb_cart_personale;100114;\\10.0.0.122\Volume-174\SSB\cart_personale\100114;File Tecnico;0;0;Si
ssb_cart_personale;100119;\\10.0.0.122\Volume-179\SSB\cart_personale\100119;File Tecnico;0;0;Si
ssb_cart_personale;100124;\\10.0.0.122\Volume-181\SSB\cart_personale\100124;File Tecnico;0;0;Si
ssb_cart_personale;100127;\\10.0.0.122\Volume-185\SSB\cart_personale\100127;File Tecnico;0;0;Si
ssb_contabili;3830;\\10.0.0.122\Volume-177\SSB\Contabili\3830;Inesistente;1;0;No
ssb_contabili;3831;\\10.0.0.122\Volume-177\SSB\Contabili\3831;Inesistente;1;0;No
ssb_contabili;3832;\\10.0.0.122\Volume-177\SSB\Contabili\3832;Inesistente;1;0;No
ssb_contabili;3833;\\10.0.0.122\Volume-177\SSB\Contabili\3833;Inesistente;1;0;No
ssb_contabili;3834;\\10.0.0.122\Volume-177\SSB\Contabili\3834;Inesistente;1;0;No
ssb_contabili;3835;\\10.0.0.122\Volume-177\SSB\Contabili\3835;Inesistente;1;0;No
ssb_contabili;3836;\\10.0.0.122\Volume-177\SSB\Contabili\3836;Inesistente;1;0;No
ssb_contabili;3837;\\10.0.0.122\Volume-177\SSB\Contabili\3837;Inesistente;1;0;No
ssb_contes;1538;\\10.0.0.122\Volume-177\SSB\Contratti_Esercenti\1538;Inesistente;191;0;No
ssb_contes;1539;\\10.0.0.122\Volume-177\SSB\Contratti_Esercenti\1539;Inesistente;52;0;No
ssb_vpostp;4731;\\10.0.0.122\Volume-177\SSB\VPostPagati\4731;Inesistente;27;0;No
ssb_vpostp;4732;\\10.0.0.122\Volume-177\SSB\VPostPagati\4732;Inesistente;4;0;No
ssb_vpostp;4733;\\10.0.0.122\Volume-177\SSB\VPostPagati\4733;Inesistente;24;0;No
ssb_vpostp;4734;\\10.0.0.122\Volume-177\SSB\VPostPagati\4734;Inesistente;34;0;No
ssb_vpostp;4735;\\10.0.0.122\Volume-177\SSB\VPostPagati\4735;Inesistente;4;0;No
ssb_vpostp;4736;\\10.0.0.122\Volume-177\SSB\VPostPagati\4736;Inesistente;8;0;No
ssb_vpostp;4737;\\10.0.0.122\Volume-177\SSB\VPostPagati\4737;Inesistente;28;0;No
ssb_vpostp;4738;\\10.0.0.122\Volume-177\SSB\VPostPagati\4738;Inesistente;9;0;No
ssb_vpostp;4739;\\10.0.0.122\Volume-177\SSB\VPostPagati\4739;Inesistente;41;0;No
ssb_vpostp;4740;\\10.0.0.122\Volume-177\SSB\VPostPagati\4740;Inesistente;10;0;No
ssb_vpostp;4741;\\10.0.0.122\Volume-177\SSB\VPostPagati\4741;Inesistente;36;0;No
ssb_vpostp;4742;\\10.0.0.122\Volume-177\SSB\VPostPagati\4742;Inesistente;11;0;No
ssb_vpostp;4743;\\10.0.0.122\Volume-177\SSB\VPostPagati\4743;Inesistente;6;0;No
ssb_vpostp;4744;\\10.0.0.122\Volume-177\SSB\VPostPagati\4744;Inesistente;25;0;No
ssb_vpostp;4745;\\10.0.0.122\Volume-177\SSB\VPostPagati\4745;Inesistente;23;0;No
ssb_vpostp;4746;\\10.0.0.122\Volume-177\SSB\VPostPagati\4746;Inesistente;17;0;No
ssb_vpostp;4747;\\10.0.0.122\Volume-177\SSB\VPostPagati\4747;Inesistente;16;0;No
ssb_vpostp;4748;\\10.0.0.122\Volume-177\SSB\VPostPagati\4748;Inesistente;7;0;No
ssb_vpostp;4749;\\10.0.0.122\Volume-177\SSB\VPostPagati\4749;Inesistente;10;0;No
ssb_vpostp;4750;\\10.0.0.122\Volume-177\SSB\VPostPagati\4750;Inesistente;19;0;No
ssb_vpostp;4751;\\10.0.0.122\Volume-177\SSB\VPostPagati\4751;Inesistente;4;0;No
ssb_vpostp;4752;\\10.0.0.122\Volume-177\SSB\VPostPagati\4752;Inesistente;25;0;No
ssb_vpostp;4753;\\10.0.0.122\Volume-177\SSB\VPostPagati\4753;Inesistente;19;0;No
ssb_vpostp;4754;\\10.0.0.122\Volume-177\SSB\VPostPagati\4754;Inesistente;12;0;No
ssb_vpostp;4755;\\10.0.0.122\Volume-177\SSB\VPostPagati\4755;Inesistente;10;0;No
ssb_vpostp;4756;\\10.0.0.122\Volume-177\SSB\VPostPagati\4756;Inesistente;27;0;No
ssb_vpostp;4757;\\10.0.0.122\Volume-177\SSB\VPostPagati\4757;Inesistente;10;0;No
ssb_vpostp;4758;\\10.0.0.122\Volume-177\SSB\VPostPagati\4758;Inesistente;5;0;No
ssb_vpostp;4759;\\10.0.0.122\Volume-177\SSB\VPostPagati\4759;Inesistente;33;0;No
ssb_vpostp;4760;\\10.0.0.122\Volume-177\SSB\VPostPagati\4760;Inesistente;6;0;No
ssb_vpostp;4761;\\10.0.0.122\Volume-177\SSB\VPostPagati\4761;Inesistente;21;0;No
ssb_vpostp;4762;\\10.0.0.122\Volume-177\SSB\VPostPagati\4762;Inesistente;22;0;No
ssb_vpostp;4763;\\10.0.0.122\Volume-177\SSB\VPostPagati\4763;Inesistente;20;0;No
ssb_vpostp;4764;\\10.0.0.122\Volume-177\SSB\VPostPagati\4764;Inesistente;2;0;No
ssb_vpostp;4765;\\10.0.0.122\Volume-177\SSB\VPostPagati\4765;Inesistente;18;0;No
ssb_vpostp;4766;\\10.0.0.122\Volume-177\SSB\VPostPagati\4766;Inesistente;22;0;No
ssb_vpostp;4767;\\10.0.0.122\Volume-177\SSB\VPostPagati\4767;Inesistente;9;0;No
ssb_vpostp;4768;\\10.0.0.122\Volume-177\SSB\VPostPagati\4768;Inesistente;40;0;No
ssb_vpostp;4769;\\10.0.0.122\Volume-177\SSB\VPostPagati\4769;Inesistente;17;0;No
ssb_vpostp;4770;\\10.0.0.122\Volume-177\SSB\VPostPagati\4770;Inesistente;40;0;No
ssb_vpostp;4771;\\10.0.0.122\Volume-177\SSB\VPostPagati\4771;Inesistente;11;0;No
ssb_vpostp;4772;\\10.0.0.122\Volume-177\SSB\VPostPagati\4772;Inesistente;14;0;No
ssb_vpostp;4773;\\10.0.0.122\Volume-177\SSB\VPostPagati\4773;Inesistente;2;0;No
ssb_vpostp;4774;\\10.0.0.122\Volume-177\SSB\VPostPagati\4774;Inesistente;21;0;No
ssb_vpostp;4775;\\10.0.0.122\Volume-177\SSB\VPostPagati\4775;Inesistente;10;0;No
ssb_vprep;3861;\\10.0.0.122\Volume-177\SSB\VPrePagati\3861;Inesistente;2;0;No
ssb_vprep;3862;\\10.0.0.122\Volume-177\SSB\VPrePagati\3862;Inesistente;2;0;No
ssb_vprep;3863;\\10.0.0.122\Volume-177\SSB\VPrePagati\3863;Inesistente;2;0;No
ssb_vprep;3864;\\10.0.0.122\Volume-177\SSB\VPrePagati\3864;Inesistente;2;0;No
ssb_vprep;3865;\\10.0.0.122\Volume-177\SSB\VPrePagati\3865;Inesistente;2;0;No
ssb_vprep;3866;\\10.0.0.122\Volume-177\SSB\VPrePagati\3866;Inesistente;2;0;No
ssb_vprep;3867;\\10.0.0.122\Volume-177\SSB\VPrePagati\3867;Inesistente;2;0;No
ssb_vprep;3868;\\10.0.0.122\Volume-177\SSB\VPrePagati\3868;Inesistente;2;0;No
ucb_pharma_bolle;2391;\\10.0.0.120\Volume101\ucbpharma\ddt\2391;Inesistente;156;0;Si
ucb_pharma_bolle;2392;\\10.0.0.120\Volume101\ucbpharma\ddt\2392;Inesistente;83;0;Si
ucb_pharma_bolle;2558;\\10.0.0.121\Volume-112\ucbpharma\ddt\2558;Inesistente;0;0;Si
ucb_pharma_bolle;2573;\\10.0.0.121\Volume-112\ucbpharma\ddt\2573;File Tecnico;0;0;Si
ucb_pharma_bolle;2725;\\10.0.0.121\volume-123\ucbpharma\ddt\2725;File Tecnico;0;0;Si
ucb_pharma_bolle;2765;\\10.0.0.119\Volume-150\ucbpharma\ddt\2765;File Tecnico;0;0;Si
ucb_pharma_fa;700;\\10.0.0.110\Volume-44\ucbpharma\ft_attive\700;Inesistente;111;0;Si
ucb_pharma_fa;711;\\10.0.0.110\Volume-44\ucbpharma\ft_attive\711;Inesistente;2;0;Si
ucb_pharma_fa;863;\\10.0.0.110\Volume-56\ucbpharma\ft_attive\863;Inesistente;0;0;Si
ucb_pharma_fa;891;\\10.0.0.110\Volume-56\ucbpharma\ft_attive\891;Inesistente;0;0;Si
ucb_pharma_fa;1813;\\10.0.0.121\Volume-123\ucbpharma\ft_attive\1813;File Tecnico;0;0;Si
ucb_pharma_fa;1969;\\10.0.0.121\Volume-126\ucbpharma\ft_attive\1969;File Tecnico;0;0;Si
ucb_pharma_fa;2148;\\10.0.0.121\Volume-128\ucbpharma\ft_attive\2148;File Tecnico;0;0;Si
ucb_pharma_fa;2278;\\10.0.0.119\Volume-132\ucbpharma\ft_attive\2278;File Tecnico;0;0;Si
ucb_pharma_fa;2473;\\10.0.0.119\Volume-136\ucbpharma\ft_attive\2473;File Tecnico;0;0;Si
ucb_pharma_fa;2603;\\10.0.0.119\Volume-139\ucbpharma\ft_attive\2603;File Tecnico;0;0;Si
